Kolom1;Light;Temperature;Humidity;Soil_humidity;Plant Type;Time;Waterneed;Kolom2
834;664.0;19.0;42.0;28.0;Sanseveria;Wed Apr 10 10:15:21 2024;3,60;
835;667.0;19.0;42.0;9.0;Sanseveria;Wed Apr 10 10:15:21 2024;3,10;
836;685.0;19.0;42.0;3.0;Sanseveria;Wed Apr 10 10:15:22 2024;1,00;
837;670.0;19.0;42.0;5.0;Sanseveria;Wed Apr 10 10:15:22 2024;1,00;
842;676.0;19.0;42.0;1.0;Sanseveria;Wed Apr 10 10:15:25 2024;1,00;
845;673.0;18.6;41.0;4.0;Sanseveria;Wed Apr 10 10:15:27 2024;1,00;
846;669.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:27 2024;1,00;
847;668.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:28 2024;1,00;
848;666.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:28 2024;1,00;
849;665.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:29 2024;1,00;
850;662.0;18.6;41.0;10.0;Sanseveria;Wed Apr 10 10:15:29 2024;1,00;
851;662.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:30 2024;1,00;
852;661.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:30 2024;1,00;
854;660.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:31 2024;1,00;
855;659.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:32 2024;1,00;
856;658.0;18.6;41.0;9.0;Sanseveria;Wed Apr 10 10:15:32 2024;1,00;
857;657.0;18.2;41.0;9.0;Sanseveria;Wed Apr 10 10:15:33 2024;1,00;
858;655.0;18.2;41.0;10.0;Sanseveria;Wed Apr 10 10:15:33 2024;1,00;
859;651.0;18.2;41.0;11.0;Sanseveria;Wed Apr 10 10:15:34 2024;1,00;
860;649.0;18.2;41.0;10.0;Sanseveria;Wed Apr 10 10:15:34 2024;1,00;
861;657.0;18.2;41.0;6.0;Sanseveria;Wed Apr 10 10:15:35 2024;1,00;
862;644.0;18.2;41.0;11.0;Sanseveria;Wed Apr 10 10:15:35 2024;1,00;
863;645.0;18.2;41.0;8.0;Sanseveria;Wed Apr 10 10:15:36 2024;1,00;
864;641.0;18.2;41.0;10.0;Sanseveria;Wed Apr 10 10:15:37 2024;1,00;
865;639.0;18.2;41.0;11.0;Sanseveria;Wed Apr 10 10:15:37 2024;1,00;
866;637.0;18.2;41.0;8.0;Sanseveria;Wed Apr 10 10:15:38 2024;1,00;
867;628.0;18.2;41.0;16.0;Sanseveria;Wed Apr 10 10:15:38 2024;1,00;
868;625.0;18.2;41.0;15.0;Sanseveria;Wed Apr 10 10:15:39 2024;1,00;
869;834.0;18.2;57.0;77.0;Pancake Plant;Wed Apr 10 10:17:34 2024;6,00;
870;833.0;18.2;57.0;76.0;Pancake Plant;Wed Apr 10 10:17:34 2024;6,00;
871;832.0;18.2;57.0;76.0;Pancake Plant;Wed Apr 10 10:17:35 2024;6,00;
873;831.0;18.6;57.0;76.0;Pancake Plant;Wed Apr 10 10:17:36 2024;6,00;
878;829.0;18.6;57.0;76.0;Pancake Plant;Wed Apr 10 10:17:39 2024;6,00;
880;830.0;18.6;57.0;76.0;Pancake Plant;Wed Apr 10 10:17:40 2024;6,00;
881;830.0;18.6;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:40 2024;6,00;
883;831.0;18.6;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:41 2024;6,00;
885;832.0;18.6;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:42 2024;6,00;
886;833.0;18.6;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:43 2024;6,00;
888;834.0;18.6;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:44 2024;6,00;
889;835.0;18.6;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:44 2024;6,00;
890;836.0;18.6;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:45 2024;6,00;
891;837.0;18.6;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:45 2024;6,00;
892;838.0;18.7;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:46 2024;6,00;
895;840.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:48 2024;6,00;
896;841.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:48 2024;6,00;
897;842.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:49 2024;6,00;
903;845.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:52 2024;6,00;
905;844.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:53 2024;6,00;
906;843.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:53 2024;6,00;
909;837.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:55 2024;5,50;
910;839.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:55 2024;5,50;
912;838.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:56 2024;5,50;
913;832.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:57 2024;5,50;
915;797.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:58 2024;5,50;
917;815.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:17:59 2024;5,50;
918;814.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:00 2024;5,50;
919;804.0;19.0;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:00 2024;5,50;
920;780.0;19.2;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:01 2024;5,50;
921;777.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:01 2024;5,50;
922;761.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:02 2024;5,50;
924;751.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:03 2024;5,50;
925;735.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:03 2024;5,50;
926;771.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:04 2024;5,50;
930;775.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:06 2024;5,50;
932;774.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:07 2024;5,50;
933;773.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:07 2024;5,50;
934;768.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:08 2024;5,50;
935;750.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:09 2024;5,50;
936;748.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:09 2024;5,50;
937;752.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:10 2024;5,50;
938;767.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:10 2024;5,50;
939;765.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:11 2024;5,50;
940;736.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:11 2024;5,50;
941;725.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:12 2024;5,50;
942;695.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:12 2024;5,50;
943;658.0;19.4;58.0;77.0;Pancake Plant;Wed Apr 10 10:18:13 2024;5,50;
944;653.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:13 2024;5,50;
945;650.0;19.4;58.0;76.0;Pancake Plant;Wed Apr 10 10:18:14 2024;5,50;
946;685.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:14 2024;5,50;
947;687.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:15 2024;5,50;
948;684.0;19.8;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:15 2024;5,50;
949;682.0;19.8;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:16 2024;5,50;
951;682.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:17 2024;5,50;
952;686.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:17 2024;5,50;
953;689.0;19.8;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:18 2024;5,50;
954;694.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:18 2024;5,50;
955;699.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:19 2024;5,50;
956;703.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:20 2024;5,50;
957;707.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:20 2024;5,50;
958;665.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:21 2024;5,50;
959;668.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:21 2024;5,50;
960;671.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:22 2024;5,50;
961;675.0;19.8;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:22 2024;5,50;
962;679.0;19.8;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:23 2024;5,50;
963;701.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:23 2024;5,50;
964;737.0;19.8;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:24 2024;5,50;
965;740.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:24 2024;5,50;
966;743.0;19.8;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:25 2024;5,50;
967;744.0;19.8;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:25 2024;5,50;
969;746.0;20.2;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:26 2024;5,50;
970;747.0;20.2;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:27 2024;5,50;
972;748.0;20.2;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:28 2024;5,50;
977;751.0;20.2;59.0;76.0;Pancake Plant;Wed Apr 10 10:18:31 2024;5,50;
981;751.0;20.2;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:33 2024;5,50;
982;750.0;20.2;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:33 2024;5,50;
983;749.0;20.2;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:34 2024;5,50;
984;746.0;20.2;59.0;77.0;Pancake Plant;Wed Apr 10 10:18:34 2024;5,50;
985;744.0;20.2;59.0;80.0;Pancake Plant;Wed Apr 10 10:18:35 2024;5,50;
986;741.0;20.2;59.0;80.0;Pancake Plant;Wed Apr 10 10:18:35 2024;5,50;
987;737.0;20.3;59.0;79.0;Pancake Plant;Wed Apr 10 10:18:36 2024;5,50;
988;733.0;20.6;59.0;62.0;Pancake Plant;Wed Apr 10 10:18:36 2024;5,50;
989;729.0;20.6;59.0;65.0;Pancake Plant;Wed Apr 10 10:18:37 2024;5,50;
990;724.0;20.6;59.0;65.0;Pancake Plant;Wed Apr 10 10:18:37 2024;5,50;
991;719.0;20.6;58.0;58.0;Pancake Plant;Wed Apr 10 10:18:38 2024;5,50;
992;714.0;20.6;58.0;62.0;Pancake Plant;Wed Apr 10 10:18:38 2024;5,50;
993;710.0;20.6;58.0;62.0;Pancake Plant;Wed Apr 10 10:18:39 2024;5,50;
994;705.0;20.6;58.0;57.0;Pancake Plant;Wed Apr 10 10:18:39 2024;5,50;
995;702.0;20.6;58.0;58.0;Pancake Plant;Wed Apr 10 10:18:40 2024;5,50;
996;697.0;20.6;58.0;63.0;Pancake Plant;Wed Apr 10 10:18:40 2024;5,50;
997;694.0;20.6;58.0;62.0;Pancake Plant;Wed Apr 10 10:18:41 2024;5,50;
998;689.0;20.6;58.0;73.0;Pancake Plant;Wed Apr 10 10:18:42 2024;5,50;
999;684.0;20.6;58.0;62.0;Pancake Plant;Wed Apr 10 10:18:42 2024;5,50;
1000;678.0;20.6;58.0;68.0;Pancake Plant;Wed Apr 10 10:18:43 2024;5,50;
1001;671.0;20.6;58.0;71.0;Pancake Plant;Wed Apr 10 10:18:43 2024;5,50;
1002;663.0;20.6;58.0;71.0;Pancake Plant;Wed Apr 10 10:18:44 2024;5,50;
1003;655.0;20.6;58.0;68.0;Pancake Plant;Wed Apr 10 10:18:44 2024;5,50;
1004;647.0;20.6;58.0;67.0;Pancake Plant;Wed Apr 10 10:18:45 2024;5,50;
1005;639.0;20.6;58.0;68.0;Pancake Plant;Wed Apr 10 10:18:45 2024;5,50;
1006;633.0;20.6;58.0;62.0;Pancake Plant;Wed Apr 10 10:18:46 2024;5,00;
1007;626.0;20.6;58.0;62.0;Pancake Plant;Wed Apr 10 10:18:46 2024;5,00;
1008;619.0;20.8;58.0;62.0;Pancake Plant;Wed Apr 10 10:18:47 2024;5,00;
1009;616.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:47 2024;5,00;
1010;612.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:48 2024;5,00;
1011;615.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:48 2024;5,00;
1015;582.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:50 2024;5,00;
1016;473.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:51 2024;5,00;
1018;607.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:52 2024;5,00;
1020;606.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:53 2024;5,00;
1022;604.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:54 2024;5,00;
1023;609.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:55 2024;5,00;
1025;608.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:56 2024;5,00;
1027;610.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:57 2024;5,00;
1028;611.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:57 2024;5,00;
1029;573.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:58 2024;5,00;
1030;569.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:58 2024;5,00;
1031;566.0;21.0;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:59 2024;5,00;
1032;567.0;21.2;57.0;62.0;Pancake Plant;Wed Apr 10 10:18:59 2024;5,00;
1033;566.0;21.4;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:00 2024;5,00;
1034;568.0;21.4;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:00 2024;5,00;
1035;593.0;21.4;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:01 2024;5,00;
1042;607.0;21.4;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:05 2024;5,00;
1050;608.0;21.4;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:09 2024;5,00;
1051;608.0;21.8;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:09 2024;5,00;
1052;607.0;21.8;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:10 2024;5,00;
1054;605.0;21.8;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:11 2024;5,00;
1056;606.0;21.8;57.0;62.0;Pancake Plant;Wed Apr 10 10:19:12 2024;5,00;
1058;606.0;21.8;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:13 2024;5,00;
1060;607.0;21.8;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:14 2024;5,00;
1062;608.0;21.8;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:15 2024;5,00;
1063;609.0;21.9;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:16 2024;5,00;
1065;609.0;22.2;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:17 2024;5,00;
1066;608.0;22.2;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:17 2024;5,00;
1071;605.0;22.2;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:20 2024;5,00;
1074;606.0;22.2;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:21 2024;5,00;
1075;607.0;22.2;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:22 2024;5,00;
1076;608.0;22.4;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:22 2024;5,00;
1077;609.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:23 2024;5,00;
1078;610.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:23 2024;5,00;
1079;613.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:24 2024;5,00;
1080;616.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:25 2024;5,00;
1081;620.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:25 2024;5,00;
1082;625.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:26 2024;5,00;
1083;629.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:26 2024;5,00;
1084;633.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:27 2024;5,00;
1085;637.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:27 2024;5,00;
1086;641.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:28 2024;5,00;
1087;644.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:28 2024;5,00;
1088;645.0;22.6;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:29 2024;5,00;
1089;642.0;23.0;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:29 2024;5,00;
1090;637.0;23.0;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:30 2024;5,00;
1091;633.0;23.0;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:30 2024;5,00;
1092;630.0;23.0;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:31 2024;5,00;
1093;629.0;23.0;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:31 2024;5,00;
1094;626.0;23.0;56.0;62.0;Pancake Plant;Wed Apr 10 10:19:32 2024;5,00;
1095;622.0;23.0;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:32 2024;5,00;
1096;618.0;23.0;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:33 2024;5,00;
1097;614.0;23.0;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:33 2024;5,00;
1098;611.0;23.0;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:34 2024;5,00;
1099;609.0;23.0;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:34 2024;5,00;
1100;608.0;23.0;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:35 2024;5,00;
1102;607.0;23.0;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:36 2024;5,00;
1106;605.0;23.4;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:38 2024;5,00;
1108;606.0;23.4;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:39 2024;5,00;
1109;607.0;23.4;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:40 2024;5,00;
1110;609.0;23.4;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:40 2024;5,00;
1111;611.0;23.4;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:41 2024;5,00;
1112;610.0;23.4;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:41 2024;5,00;
1113;612.0;23.4;55.0;62.0;Pancake Plant;Wed Apr 10 10:19:42 2024;5,00;
1114;613.0;23.4;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:42 2024;5,00;
1115;615.0;23.4;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:43 2024;5,00;
1116;616.0;23.4;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:43 2024;5,00;
1117;617.0;23.4;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:44 2024;5,00;
1118;619.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:44 2024;5,00;
1119;620.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:45 2024;5,00;
1121;624.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:46 2024;5,00;
1122;625.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:47 2024;5,00;
1123;627.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:47 2024;5,00;
1124;626.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:48 2024;5,00;
1125;622.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:48 2024;5,00;
1126;585.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:49 2024;5,00;
1127;559.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:49 2024;5,00;
1128;561.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:50 2024;5,00;
1129;790.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:50 2024;5,00;
1130;799.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:51 2024;5,00;
1131;703.0;23.8;54.0;62.0;Pancake Plant;Wed Apr 10 10:19:51 2024;5,00;
1132;587.0;23.8;54.0;63.0;Pancake Plant;Wed Apr 10 10:19:52 2024;5,00;
1133;609.0;23.8;54.0;63.0;Pancake Plant;Wed Apr 10 10:19:52 2024;5,00;
1134;603.0;23.8;54.0;63.0;Pancake Plant;Wed Apr 10 10:19:53 2024;5,00;
1135;585.0;23.8;54.0;63.0;Pancake Plant;Wed Apr 10 10:19:53 2024;5,00;
1136;589.0;24.1;54.0;63.0;Pancake Plant;Wed Apr 10 10:19:54 2024;5,00;
1137;560.0;24.1;54.0;63.0;Pancake Plant;Wed Apr 10 10:19:54 2024;5,00;
1138;592.0;24.1;53.0;36.0;Pancake Plant;Wed Apr 10 10:19:55 2024;4,90;
1139;632.0;24.1;53.0;44.0;Pancake Plant;Wed Apr 10 10:19:55 2024;4,90;
1140;616.0;24.1;53.0;55.0;Pancake Plant;Wed Apr 10 10:19:56 2024;5,00;
1143;658.0;24.1;53.0;62.0;Pancake Plant;Wed Apr 10 10:19:58 2024;5,00;
1144;679.0;24.1;53.0;62.0;Pancake Plant;Wed Apr 10 10:19:58 2024;5,00;
1145;681.0;24.1;53.0;60.0;Pancake Plant;Wed Apr 10 10:19:59 2024;5,00;
1146;684.0;23.8;52.0;60.0;Pancake Plant;Wed Apr 10 10:19:59 2024;5,00;
1147;686.0;23.8;52.0;60.0;Pancake Plant;Wed Apr 10 10:20:00 2024;5,00;
1148;688.0;23.8;52.0;61.0;Pancake Plant;Wed Apr 10 10:20:00 2024;5,00;
1149;691.0;23.8;52.0;61.0;Pancake Plant;Wed Apr 10 10:20:01 2024;5,00;
1150;693.0;23.8;52.0;60.0;Pancake Plant;Wed Apr 10 10:20:01 2024;5,00;
1151;696.0;23.8;52.0;60.0;Pancake Plant;Wed Apr 10 10:20:02 2024;5,00;
1152;699.0;23.8;52.0;59.0;Pancake Plant;Wed Apr 10 10:20:02 2024;5,00;
1154;701.0;23.8;52.0;59.0;Pancake Plant;Wed Apr 10 10:20:03 2024;5,00;
1155;702.0;23.8;52.0;60.0;Pancake Plant;Wed Apr 10 10:20:04 2024;5,00;
1156;703.0;23.8;52.0;58.0;Pancake Plant;Wed Apr 10 10:20:04 2024;5,00;
1157;704.0;23.8;52.0;58.0;Pancake Plant;Wed Apr 10 10:20:05 2024;5,00;
1158;704.0;23.8;51.0;57.0;Pancake Plant;Wed Apr 10 10:20:05 2024;5,00;
1161;703.0;23.8;51.0;58.0;Pancake Plant;Wed Apr 10 10:20:07 2024;5,00;
1162;701.0;23.8;51.0;58.0;Pancake Plant;Wed Apr 10 10:20:08 2024;5,00;
1163;701.0;23.8;51.0;59.0;Pancake Plant;Wed Apr 10 10:20:08 2024;5,00;
1164;698.0;23.5;51.0;60.0;Pancake Plant;Wed Apr 10 10:20:09 2024;5,00;
1165;697.0;23.4;51.0;60.0;Pancake Plant;Wed Apr 10 10:20:09 2024;5,00;
1166;694.0;23.4;51.0;60.0;Pancake Plant;Wed Apr 10 10:20:10 2024;5,00;
1167;691.0;23.4;51.0;60.0;Pancake Plant;Wed Apr 10 10:20:10 2024;5,00;
1168;688.0;23.4;50.0;60.0;Pancake Plant;Wed Apr 10 10:20:11 2024;5,00;
1169;684.0;23.4;50.0;60.0;Pancake Plant;Wed Apr 10 10:20:11 2024;5,00;
1170;680.0;23.4;50.0;60.0;Pancake Plant;Wed Apr 10 10:20:12 2024;5,00;
1171;679.0;23.4;50.0;59.0;Pancake Plant;Wed Apr 10 10:20:12 2024;5,00;
1172;675.0;23.4;50.0;59.0;Pancake Plant;Wed Apr 10 10:20:13 2024;5,00;
1173;670.0;23.4;50.0;60.0;Pancake Plant;Wed Apr 10 10:20:13 2024;5,00;
1174;668.0;23.4;50.0;58.0;Pancake Plant;Wed Apr 10 10:20:14 2024;5,00;
1175;664.0;23.4;50.0;59.0;Pancake Plant;Wed Apr 10 10:20:14 2024;5,00;
1176;662.0;23.4;50.0;59.0;Pancake Plant;Wed Apr 10 10:20:15 2024;5,00;
1177;657.0;23.0;50.0;62.0;Pancake Plant;Wed Apr 10 10:20:15 2024;5,00;
1178;654.0;23.0;50.0;63.0;Pancake Plant;Wed Apr 10 10:20:16 2024;5,00;
1179;631.0;23.0;49.0;63.0;Pancake Plant;Wed Apr 10 10:20:16 2024;5,00;
1180;582.0;23.0;49.0;63.0;Pancake Plant;Wed Apr 10 10:20:17 2024;5,00;
1181;543.0;23.0;49.0;48.0;Pancake Plant;Wed Apr 10 10:20:17 2024;4,80;
1182;647.0;23.0;49.0;49.0;Pancake Plant;Wed Apr 10 10:20:18 2024;4,90;
1185;519.0;23.0;49.0;42.0;Pancake Plant;Wed Apr 10 10:20:20 2024;4,70;
1186;514.0;23.0;49.0;60.0;Pancake Plant;Wed Apr 10 10:20:20 2024;5,00;
1187;521.0;23.0;49.0;58.0;Pancake Plant;Wed Apr 10 10:20:21 2024;5,00;
1188;486.0;22.9;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:21 2024;5,00;
1189;494.0;22.6;49.0;47.0;Pancake Plant;Wed Apr 10 10:20:22 2024;4,70;
1190;471.0;22.6;49.0;43.0;Pancake Plant;Wed Apr 10 10:20:22 2024;4,60;
1191;524.0;22.6;49.0;49.0;Pancake Plant;Wed Apr 10 10:20:23 2024;4,70;
1192;485.0;22.6;49.0;44.0;Pancake Plant;Wed Apr 10 10:20:23 2024;4,50;
1193;502.0;22.6;49.0;48.0;Pancake Plant;Wed Apr 10 10:20:24 2024;4,70;
1194;498.0;22.6;49.0;49.0;Pancake Plant;Wed Apr 10 10:20:24 2024;4,80;
1195;541.0;22.6;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:25 2024;5,00;
1196;589.0;22.6;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:25 2024;5,00;
1198;579.0;22.6;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:26 2024;5,00;
1199;578.0;22.6;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:27 2024;5,00;
1200;587.0;22.6;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:27 2024;5,00;
1201;586.0;22.3;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:28 2024;5,00;
1204;579.0;22.2;49.0;51.0;Pancake Plant;Wed Apr 10 10:20:30 2024;5,00;
1206;581.0;22.2;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:31 2024;5,00;
1207;584.0;22.2;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:31 2024;5,00;
1208;582.0;22.2;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:32 2024;5,00;
1209;600.0;22.2;49.0;50.0;Pancake Plant;Wed Apr 10 10:20:32 2024;5,00;
